condition,strategy,tempo,std_fraction,interval_i,error
Sampling,exp_decay,400,0.2,9,52.38602453915663
Sampling,exp_decay,400,0.2,10,52.37778557760742
Sampling,exp_decay,400,0.2,11,52.37449035591499
Sampling,exp_decay,400,0.2,12,52.37317232529213
Sampling,exp_decay,400,0.2,13,52.37264512233073
Sampling,exp_decay,400,0.2,14,52.37243424263216
Sampling,exp_decay,400,0.2,15,52.372349890990485
Sampling,exp_decay,400,0.2,16,52.372316150371844
Sampling,exp_decay,400,0.2,17,52.37230265413048
Sampling,exp_decay,400,0.2,18,52.37229725563491
Sampling,exp_decay,400,0.2,19,52.372295096236826
Sampling,exp_decay,400,0.2,20,52.37229423247763
Sampling,exp_decay,400,0.2,21,52.37229388697396
Sampling,exp_decay,400,0.2,22,52.37229374877247
Sampling,optimal,400,0.2,1,80.0
Sampling,optimal,400,0.2,2,56.568542494923804
Sampling,optimal,400,0.2,3,46.188021535170066
Sampling,optimal,400,0.2,4,40.0
Sampling,optimal,400,0.2,5,35.77708763999664
Sampling,optimal,400,0.2,6,32.659863237109036
Sampling,optimal,400,0.2,7,30.237157840738178
Sampling,optimal,400,0.2,8,28.284271247461902
Sampling,optimal,400,0.2,9,26.666666666666668
Sampling,optimal,400,0.2,10,25.298221281347036
Sampling,optimal,400,0.2,11,24.120907566221092
Sampling,optimal,400,0.2,12,23.094010767585033
Sampling,optimal,400,0.2,13,22.188007849009164
Sampling,optimal,400,0.2,14,21.38089935299395
Sampling,optimal,400,0.2,15,20.65591117977289
Sampling,optimal,400,0.2,16,20.0
Sampling,optimal,400,0.2,17,19.40285000290664
Sampling,optimal,400,0.2,18,18.856180831641268
Sampling,optimal,400,0.2,19,18.35325870964494
Sampling,optimal,400,0.2,20,17.88854381999832
Sampling,optimal,400,0.2,21,17.45743121887939
Sampling,optimal,400,0.2,22,17.056057308448835
Jittering,equal_weights,400,0.25,1,70.71067811865476
Jittering,equal_weights,400,0.25,2,35.35533905932738
Jittering,equal_weights,400,0.25,3,23.57022603955158
Jittering,equal_weights,400,0.25,4,17.67766952966369
Jittering,equal_weights,400,0.25,5,14.142135623730951
Jittering,equal_weights,400,0.25,6,20.0
Jittering,equal_weights,400,0.25,7,20.0
Jittering,equal_weights,400,0.25,8,20.0
Jittering,equal_weights,400,0.25,9,20.0
Jittering,equal_weights,400,0.25,10,20.0
Jittering,equal_weights,400,0.25,11,20.0
Jittering,equal_weights,400,0.25,12,20.0
Jittering,equal_weights,400,0.25,13,20.0
Jittering,equal_weights,400,0.25,14,20.0
Jittering,equal_weights,400,0.25,15,20.0
Jittering,equal_weights,400,0.25,16,20.0
Jittering,equal_weights,400,0.25,17,20.0
Jittering,equal_weights,400,0.25,18,20.0
Jittering,equal_weights,400,0.25,19,20.0
Jittering,equal_weights,400,0.25,20,20.0
Jittering,equal_weights,400,0.25,21,20.0
Jittering,equal_weights,400,0.25,22,20.0
Jittering,exp_decay,400,0.25,1,70.71067811865476
Jittering,exp_decay,400,0.25,2,36.421567954234185
Jittering,exp_decay,400,0.25,3,30.17590332292261
Jittering,exp_decay,400,0.25,4,28.58204321256878
Jittering,exp_decay,400,0.25,5,28.074215216450938
Jittering,exp_decay,400,0.25,6,27.89078516683519
Jittering,exp_decay,400,0.25,7,27.820494743703158
Jittering,exp_decay,400,0.25,8,27.79286703105768
Jittering,exp_decay,400,0.25,9,27.781893802678514
Jittering,exp_decay,400,0.25,10,27.777516949375244
Jittering,exp_decay,400,0.25,11,27.775768196923043
Jittering,exp_decay,400,0.25,12,27.775069014083204
Jittering,exp_decay,400,0.25,13,27.77478939184484
Jittering,exp_decay,400,0.25,14,27.77467755109279
Jittering,exp_decay,400,0.25,15,27.774632816094872
Jittering,exp_decay,400,0.25,16,27.77461492230417
Jittering,exp_decay,400,0.25,17,27.774607764821237
Jittering,exp_decay,400,0.25,18,27.774604901833406
Jittering,exp_decay,400,0.25,19,27.77460375663912
Jittering,exp_decay,400,0.25,20,27.77460329856154
Jittering,exp_decay,400,0.25,21,27.77460311533054
Jittering,exp_decay,400,0.25,22,27.774603042038134
Jittering,optimal,400,0.25,1,70.71067811865476
Jittering,optimal,400,0.25,2,31.622776601683793
Jittering,optimal,400,0.25,3,18.89822365046136
Jittering,optimal,400,0.25,4,12.909944487358056
Jittering,optimal,400,0.25,5,9.534625892455923
Jittering,optimal,400,0.25,6,7.4124931666110125
Jittering,optimal,400,0.25,7,5.976143046671968
Jittering,optimal,400,0.25,8,4.950737714883371
Jittering,optimal,400,0.25,9,4.188539082916955
Jittering,optimal,400,0.25,10,3.6037498507822354
Jittering,optimal,400,0.25,11,3.143473067309657
Jittering,optimal,400,0.25,12,2.7735009811261455
Jittering,optimal,400,0.25,13,2.470831055537004
Jittering,optimal,400,0.25,14,2.219483808092376
Jittering,optimal,400,0.25,15,2.008048322256247
Jittering,optimal,400,0.25,16,1.8281810603178266
Jittering,optimal,400,0.25,17,1.673654817511446
Jittering,optimal,400,0.25,18,1.5397375894859666
Jittering,optimal,400,0.25,19,1.4227759830611806
Jittering,optimal,400,0.25,20,1.3199091933711367
Jittering,optimal,400,0.25,21,1.2288684995505241
Jittering,optimal,400,0.25,22,1.1478340719169697
Sampling,equal_weights,400,0.25,1,100.0
Sampling,equal_weights,400,0.25,2,70.71067811865476
Sampling,equal_weights,400,0.25,3,57.73502691896257
Sampling,equal_weights,400,0.25,4,50.0
Sampling,equal_weights,400,0.25,5,44.721359549995796
Sampling,equal_weights,400,0.25,6,44.721359549995796
Sampling,equal_weights,400,0.25,7,44.721359549995796
Sampling,equal_weights,400,0.25,8,44.721359549995796
Sampling,equal_weights,400,0.25,9,44.721359549995796
Sampling,equal_weights,400,0.25,10,44.721359549995796
Sampling,equal_weights,400,0.25,11,44.721359549995796
Sampling,equal_weights,400,0.25,12,44.721359549995796
Sampling,equal_weights,400,0.25,13,44.721359549995796
Sampling,equal_weights,400,0.25,14,44.721359549995796
Sampling,equal_weights,400,0.25,15,44.721359549995796
Sampling,equal_weights,400,0.25,16,44.721359549995796
Sampling,equal_weights,400,0.25,17,44.721359549995796
Sampling,equal_weights,400,0.25,18,44.721359549995796
Sampling,equal_weights,400,0.25,19,44.721359549995796
Sampling,equal_weights,400,0.25,20,44.721359549995796
Sampling,equal_weights,400,0.25,21,44.721359549995796
Sampling,equal_weights,400,0.25,22,44.721359549995796
Sampling,exp_decay,400,0.25,1,100.0
Sampling,exp_decay,400,0.25,2,76.9309258162072
Sampling,exp_decay,400,0.25,3,69.79824404521128
Sampling,exp_decay,400,0.25,4,67.16329214236316
Sampling,exp_decay,400,0.25,5,66.1392001194037
Sampling,exp_decay,400,0.25,6,65.73406463393299
Sampling,exp_decay,400,0.25,7,65.57271353847186
Sampling,exp_decay,400,0.25,8,65.50828452155973
Sampling,exp_decay,400,0.25,9,65.48253067394579
Sampling,exp_decay,400,0.25,10,65.4722319720093
Sampling,exp_decay,400,0.25,11,65.46811294489373
Sampling,exp_decay,400,0.25,12,65.46646540661517
Sampling,exp_decay,400,0.25,13,65.46580640291342
Sampling,exp_decay,400,0.25,14,65.4655428032902
Sampling,exp_decay,400,0.25,15,65.46543736373812
Sampling,exp_decay,400,0.25,16,65.4653951879648
Sampling,exp_decay,400,0.25,17,65.4653783176631
Sampling,exp_decay,400,0.25,18,65.46537156954363
Sampling,exp_decay,400,0.25,19,65.46536887029603
Sampling,exp_decay,400,0.25,20,65.46536779059704
Sampling,exp_decay,400,0.25,21,65.46536735871743
Sampling,exp_decay,400,0.25,22,65.46536718596558
Sampling,optimal,400,0.25,1,100.0
Sampling,optimal,400,0.25,2,70.71067811865476
Sampling,optimal,400,0.25,3,57.735026918962575
Sampling,optimal,400,0.25,4,50.0
Sampling,optimal,400,0.25,5,44.721359549995796
Sampling,optimal,400,0.25,6,40.8248290463863
Sampling,optimal,400,0.25,7,37.79644730092272
Sampling,optimal,400,0.25,8,35.35533905932738
Sampling,optimal,400,0.25,9,33.333333333333336
Sampling,optimal,400,0.25,10,31.622776601683793
Sampling,optimal,400,0.25,11,30.15113445777636
Sampling,optimal,400,0.25,12,28.867513459481287
Sampling,optimal,400,0.25,13,27.735009811261456
Sampling,optimal,400,0.25,14,26.726124191242437
Sampling,optimal,400,0.25,15,25.81988897471611
Sampling,optimal,400,0.25,16,25.0
Sampling,optimal,400,0.25,17,24.253562503633297
Sampling,optimal,400,0.25,18,23.570226039551585
Sampling,optimal,400,0.25,19,22.941573387056174
Sampling,optimal,400,0.25,20,22.360679774997898
Sampling,optimal,400,0.25,21,21.821789023599237
Sampling,optimal,400,0.25,22,21.320071635561042
Jittering,equal_weights,500,0.2,1,70.71067811865476
Jittering,equal_weights,500,0.2,2,35.35533905932738
Jittering,equal_weights,500,0.2,3,23.57022603955158
Jittering,equal_weights,500,0.2,4,17.67766952966369
Jittering,equal_weights,500,0.2,5,14.142135623730951
Jittering,equal_weights,500,0.2,6,20.0
Jittering,equal_weights,500,0.2,7,20.0
Jittering,equal_weights,500,0.2,8,20.0
Jittering,equal_weights,500,0.2,9,20.0
Jittering,equal_weights,500,0.2,10,20.0
Jittering,equal_weights,500,0.2,11,20.0
Jittering,equal_weights,500,0.2,12,20.0
Jittering,equal_weights,500,0.2,13,20.0
Jittering,equal_weights,500,0.2,14,20.0
Jittering,equal_weights,500,0.2,15,20.0
Jittering,equal_weights,500,0.2,16,20.0
Jittering,equal_weights,500,0.2,17,20.0
Jittering,equal_weights,500,0.2,18,20.0
Jittering,equal_weights,500,0.2,19,20.0
Jittering,equal_weights,500,0.2,20,20.0
Jittering,equal_weights,500,0.2,21,20.0
Jittering,equal_weights,500,0.2,22,20.0
Jittering,exp_decay,500,0.2,1,70.71067811865476
Jittering,exp_decay,500,0.2,2,33.33333333333333
Jittering,exp_decay,500,0.2,3,24.743582965269674
Jittering,exp_decay,500,0.2,4,22.110831935702667
Jittering,exp_decay,500,0.2,5,21.15302749774839
Jittering,exp_decay,500,0.2,6,20.756661635907967
Jittering,exp_decay,500,0.2,7,20.57816432342044
Jittering,exp_decay,500,0.2,8,20.493713930123796
Jittering,exp_decay,500,0.2,9,20.452672615746966
Jittering,exp_decay,500,0.2,10,20.432445950725253
Jittering,exp_decay,500,0.2,11,20.422405867844493
Jittering,exp_decay,500,0.2,12,20.41740410769117
Jittering,exp_decay,500,0.2,13,20.41490779404191
Jittering,exp_decay,500,0.2,14,20.41366077833707
Jittering,exp_decay,500,0.2,15,20.413037555703696
Jittering,exp_decay,500,0.2,16,20.412726015684157
Jittering,exp_decay,500,0.2,17,20.412570263497727
Jittering,exp_decay,500,0.2,18,20.412492391860223
Jittering,exp_decay,500,0.2,19,20.412453457155383
Jittering,exp_decay,500,0.2,20,20.412433990081443
Jittering,exp_decay,500,0.2,21,20.41242425661409
Jittering,exp_decay,500,0.2,22,20.412419389897817
Jittering,optimal,500,0.2,1,70.71067811865476
Jittering,optimal,500,0.2,2,31.622776601683793
Jittering,optimal,500,0.2,3,18.89822365046136
Jittering,optimal,500,0.2,4,12.909944487358056
Jittering,optimal,500,0.2,5,9.534625892455923
Jittering,optimal,500,0.2,6,7.4124931666110125
Jittering,optimal,500,0.2,7,5.976143046671968
Jittering,optimal,500,0.2,8,4.950737714883371
Jittering,optimal,500,0.2,9,4.188539082916955
Jittering,optimal,500,0.2,10,3.6037498507822354
Jittering,optimal,500,0.2,11,3.143473067309657
Jittering,optimal,500,0.2,12,2.7735009811261455
Jittering,optimal,500,0.2,13,2.470831055537004
Jittering,optimal,500,0.2,14,2.219483808092376
Jittering,optimal,500,0.2,15,2.008048322256247
Jittering,optimal,500,0.2,16,1.8281810603178266
Jittering,optimal,500,0.2,17,1.673654817511446
Jittering,optimal,500,0.2,18,1.5397375894859666
Jittering,optimal,500,0.2,19,1.4227759830611806
Jittering,optimal,500,0.2,20,1.3199091933711367
Jittering,optimal,500,0.2,21,1.2288684995505241
Jittering,optimal,500,0.2,22,1.1478340719169697
Sampling,equal_weights,500,0.2,1,100.0
Sampling,equal_weights,500,0.2,2,70.71067811865476
Sampling,equal_weights,500,0.2,3,57.73502691896257
Sampling,equal_weights,500,0.2,4,50.0
Sampling,equal_weights,500,0.2,5,44.721359549995796
Sampling,equal_weights,500,0.2,6,44.721359549995796
Sampling,equal_weights,500,0.2,7,44.721359549995796
Sampling,equal_weights,500,0.2,8,44.721359549995796
Sampling,equal_weights,500,0.2,9,44.721359549995796
Sampling,equal_weights,500,0.2,10,44.721359549995796
Sampling,equal_weights,500,0.2,11,44.721359549995796
Sampling,equal_weights,500,0.2,12,44.721359549995796
Sampling,equal_weights,500,0.2,13,44.721359549995796
Sampling,equal_weights,500,0.2,14,44.721359549995796
Sampling,equal_weights,500,0.2,15,44.721359549995796
Sampling,equal_weights,500,0.2,16,44.721359549995796
Sampling,equal_weights,500,0.2,17,44.721359549995796
Sampling,equal_weights,500,0.2,18,44.721359549995796
Sampling,equal_weights,500,0.2,19,44.721359549995796
Sampling,equal_weights,500,0.2,20,44.721359549995796
Sampling,equal_weights,500,0.2,21,44.721359549995796
Sampling,equal_weights,500,0.2,22,44.721359549995796
Sampling,exp_decay,500,0.2,1,100.0
Sampling,exp_decay,500,0.2,2,74.53559924999298
Sampling,exp_decay,500,0.2,3,65.46536707079771
Sampling,exp_decay,500,0.2,4,61.46362971528592
Sampling,exp_decay,500,0.2,5,59.568339718127056
Sampling,exp_decay,500,0.2,6,58.64429587908307
Sampling,exp_decay,500,0.2,7,58.18785759635375
Sampling,exp_decay,500,0.2,8,57.96099657686199
Sampling,exp_decay,500,0.2,9,57.84790097963374
Sampling,exp_decay,500,0.2,10,57.791436338298965
Sampling,exp_decay,500,0.2,11,57.76322473598874
Sampling,exp_decay,500,0.2,12,57.749124105577
Sampling,exp_decay,500,0.2,13,57.742075081952756
Sampling,exp_decay,500,0.2,14,57.738550892898104
Sampling,exp_decay,500,0.2,15,57.73678887904291
Sampling,exp_decay,500,0.2,16,57.735907892281205
Sampling,exp_decay,500,0.2,17,57.735467403941534
Sampling,exp_decay,500,0.2,18,57.73524716103197
Sampling,exp_decay,500,0.2,19,57.73513703989225
Sampling,exp_decay,500,0.2,20,57.73508197940116
Sampling,exp_decay,500,0.2,21,57.7350544491753
Sampling,exp_decay,500,0.2,22,57.7350406840673
Sampling,optimal,500,0.2,1,100.0
Sampling,optimal,500,0.2,2,70.71067811865476
Sampling,optimal,500,0.2,3,57.735026918962575
Sampling,optimal,500,0.2,4,50.0
Sampling,optimal,500,0.2,5,44.721359549995796
Sampling,optimal,500,0.2,6,40.8248290463863
Sampling,optimal,500,0.2,7,37.79644730092272
Sampling,optimal,500,0.2,8,35.35533905932738
Sampling,optimal,500,0.2,9,33.333333333333336
Sampling,optimal,500,0.2,10,31.622776601683793
Sampling,optimal,500,0.2,11,30.15113445777636
Sampling,optimal,500,0.2,12,28.867513459481287
Sampling,optimal,500,0.2,13,27.735009811261456
Sampling,optimal,500,0.2,14,26.726124191242437
Sampling,optimal,500,0.2,15,25.81988897471611
Sampling,optimal,500,0.2,16,25.0
Sampling,optimal,500,0.2,17,24.253562503633297
Sampling,optimal,500,0.2,18,23.570226039551585
Sampling,optimal,500,0.2,19,22.941573387056174
Sampling,optimal,500,0.2,20,22.360679774997898
Sampling,optimal,500,0.2,21,21.821789023599237
Sampling,optimal,500,0.2,22,21.320071635561042
Jittering,equal_weights,500,0.25,1,88.38834764831844
Jittering,equal_weights,500,0.25,2,44.19417382415922
Jittering,equal_weights,500,0.25,3,29.462782549439478
Jittering,equal_weights,500,0.25,4,22.09708691207961
Jittering,equal_weights,500,0.25,5,17.67766952966369
Jittering,equal_weights,500,0.25,6,25.0
Jittering,equal_weights,500,0.25,7,25.0
Jittering,equal_weights,500,0.25,8,25.0
Jittering,equal_weights,500,0.25,9,25.0
Jittering,equal_weights,500,0.25,10,25.0
Jittering,equal_weights,500,0.25,11,25.0
Jittering,equal_weights,500,0.25,12,25.0
Jittering,equal_weights,500,0.25,13,25.0
Jittering,equal_weights,500,0.25,14,25.0
Jittering,equal_weights,500,0.25,15,25.0
Jittering,equal_weights,500,0.25,16,25.0
Jittering,equal_weights,500,0.25,17,25.0
Jittering,equal_weights,500,0.25,18,25.0
Jittering,equal_weights,500,0.25,19,25.0
Jittering,equal_weights,500,0.25,20,25.0
Jittering,equal_weights,500,0.25,21,25.0
Jittering,equal_weights,500,0.25,22,25.0
Jittering,exp_decay,500,0.25,1,88.38834764831844
Jittering,exp_decay,500,0.25,2,41.666666666666664
Jittering,exp_decay,500,0.25,3,30.92947870658709
Jittering,exp_decay,500,0.25,4,27.63853991962833
Jittering,exp_decay,500,0.25,5,26.441284372185486
Jittering,exp_decay,500,0.25,6,25.94582704488496
Jittering,exp_decay,500,0.25,7,25.72270540427555
Jittering,exp_decay,500,0.25,8,25.61714241265474
Jittering,exp_decay,500,0.25,9,25.565840769683703
Jittering,exp_decay,500,0.25,10,25.540557438406562
Jittering,exp_decay,500,0.25,11,25.528007334805615
Jittering,exp_decay,500,0.25,12,25.521755134613965
Jittering,exp_decay,500,0.25,13,25.518634742552386
Jittering,exp_decay,500,0.25,14,25.51707597292133
Jittering,exp_decay,500,0.25,15,25.51629694462962
Jittering,exp_decay,500,0.25,16,25.515907519605204
Jittering,exp_decay,500,0.25,17,25.515712829372156
Jittering,exp_decay,500,0.25,18,25.515615489825276
Jittering,exp_decay,500,0.25,19,25.51556682144423
Jittering,exp_decay,500,0.25,20,25.515542487601806
Jittering,exp_decay,500,0.25,21,25.515530320767613
Jittering,exp_decay,500,0.25,22,25.515524237372272
Jittering,optimal,500,0.25,1,88.38834764831844
Jittering,optimal,500,0.25,2,39.528470752104745
Jittering,optimal,500,0.25,3,23.6227795630767
Jittering,optimal,500,0.25,4,16.137430609197573
Jittering,optimal,500,0.25,5,11.918282365569905
Jittering,optimal,500,0.25,6,9.265616458263766
Jittering,optimal,500,0.25,7,7.47017880833996
Jittering,optimal,500,0.25,8,6.188422143604215
Jittering,optimal,500,0.25,9,5.235673853646194
Jittering,optimal,500,0.25,10,4.5046873134777945
Jittering,optimal,500,0.25,11,3.929341334137072
Jittering,optimal,500,0.25,12,3.466876226407682
Jittering,optimal,500,0.25,13,3.088538819421255
Jittering,optimal,500,0.25,14,2.7743547601154703
Jittering,optimal,500,0.25,15,2.510060402820309
Jittering,optimal,500,0.25,16,2.285226325397283
Jittering,optimal,500,0.25,17,2.0920685218893076
Jittering,optimal,500,0.25,18,1.9246719868574582
Jittering,optimal,500,0.25,19,1.7784699788264757
Jittering,optimal,500,0.25,20,1.649886491713921
Jittering,optimal,500,0.25,21,1.5360856244381556
Jittering,optimal,500,0.25,22,1.4347925898962124
Sampling,equal_weights,500,0.25,1,125.0
Sampling,equal_weights,500,0.25,2,88.38834764831844
Sampling,equal_weights,500,0.25,3,72.16878364870321
Sampling,equal_weights,500,0.25,4,62.5
Sampling,equal_weights,500,0.25,5,55.90169943749474
Sampling,equal_weights,500,0.25,6,55.90169943749474
Sampling,equal_weights,500,0.25,7,55.90169943749474
Sampling,equal_weights,500,0.25,8,55.90169943749474
Sampling,equal_weights,500,0.25,9,55.90169943749474
Sampling,equal_weights,500,0.25,10,55.90169943749474
Sampling,equal_weights,500,0.25,11,55.90169943749474
Sampling,equal_weights,500,0.25,12,55.90169943749474
Sampling,equal_weights,500,0.25,13,55.90169943749474
Sampling,equal_weights,500,0.25,14,55.90169943749474
Sampling,equal_weights,500,0.25,15,55.90169943749474
Sampling,equal_weights,500,0.25,16,55.90169943749474
Sampling,equal_weights,500,0.25,17,55.90169943749474
Sampling,equal_weights,500,0.25,18,55.90169943749474
Sampling,equal_weights,500,0.25,19,55.90169943749474
Sampling,equal_weights,500,0.25,20,55.90169943749474
Sampling,equal_weights,500,0.25,21,55.90169943749474
Sampling,equal_weights,500,0.25,22,55.90169943749474
Sampling,exp_decay,500,0.25,1,125.0
Sampling,exp_decay,500,0.25,2,93.16949906249123
Sampling,exp_decay,500,0.25,3,81.83170883849714
Sampling,exp_decay,500,0.25,4,76.82953714410739
Sampling,exp_decay,500,0.25,5,74.46042464765883
Sampling,exp_decay,500,0.25,6,73.30536984885383
Sampling,exp_decay,500,0.25,7,72.73482199544219
Sampling,exp_decay,500,0.25,8,72.45124572107748
Sampling,exp_decay,500,0.25,9,72.30987622454218
Sampling,exp_decay,500,0.25,10,72.23929542287371
Sampling,exp_decay,500,0.25,11,72.20403091998593
Sampling,exp_decay,500,0.25,12,72.18640513197126
Sampling,exp_decay,500,0.25,13,72.17759385244095
Sampling,exp_decay,500,0.25,14,72.17318861612263
Sampling,exp_decay,500,0.25,15,72.17098609880364
Sampling,exp_decay,500,0.25,16,72.16988486535149
Sampling,exp_decay,500,0.25,17,72.16933425492692
Sampling,exp_decay,500,0.25,18,72.16905895128995
Sampling,exp_decay,500,0.25,19,72.16892129986532
Sampling,exp_decay,500,0.25,20,72.16885247425145
Sampling,exp_decay,500,0.25,21,72.16881806146914
Sampling,exp_decay,500,0.25,22,72.16880085508411
Sampling,optimal,500,0.25,1,125.0
Sampling,optimal,500,0.25,2,88.38834764831844
Sampling,optimal,500,0.25,3,72.16878364870321
Sampling,optimal,500,0.25,4,62.5
Sampling,optimal,500,0.25,5,55.90169943749475
Sampling,optimal,500,0.25,6,51.03103630798288
Sampling,optimal,500,0.25,7,47.2455591261534
Sampling,optimal,500,0.25,8,44.19417382415922
Sampling,optimal,500,0.25,9,41.666666666666664
Sampling,optimal,500,0.25,10,39.528470752104745
Sampling,optimal,500,0.25,11,37.68891807222045
Sampling,optimal,500,0.25,12,36.084391824351606
Sampling,optimal,500,0.25,13,34.66876226407682
Sampling,optimal,500,0.25,14,33.40765523905305
Sampling,optimal,500,0.25,15,32.274861218395145
Sampling,optimal,500,0.25,16,31.25
Sampling,optimal,500,0.25,17,30.316953129541623
Sampling,optimal,500,0.25,18,29.46278254943948
Sampling,optimal,500,0.25,19,28.676966733820223
Sampling,optimal,500,0.25,20,27.950849718747374
Sampling,optimal,500,0.25,21,27.277236279499046
Sampling,optimal,500,0.25,22,26.650089544451305
