pp_id,stim_id,type_code,condition,tempo,length,sigma_fraction,onsets_input,stim_duration,markers_ok,markers_status,markers_max_difference,is_failed,failed_reason,n_taps_raw_all,n_taps_aligned_all,n_taps_aligned_noblindtaps,n_taps_aligned_blindtaps,n_bad_taps,asyncs,asyncs_mean_all,asyncs_mean_noblindtaps,asyncs_mean_blindtaps,asyncs_sd_all,asyncs_sd_noblindtaps,asyncs_sd_blindtaps,stim_onsets_detected,resp_onsets_aligned,resp_ioi
111,1,13,jittering,500,35,0.2,"[0.0, 499.66482846185556, 1110.0890672466455, 1484.5999801215776, 1992.531916297809, 2599.393730817418, 2950.3209279781577, 3537.833543484129, 3952.6142361193874, 4419.211716700383, 5063.1218917029755, 5569.83403933774, 5982.444806140851, 6492.749950132311, 6960.611259675928, 7426.595047080197, 8038.521735604532, 8429.738090972603, 9065.611385949036, 9548.952117792001, 9925.227858876298, 10663.687097711165, 10982.828168087593, 11524.649697861569, 12021.676901065277, 12367.520771770794, 12965.113663039972, 13539.348563879528, 13957.22541344249, 14452.861873915212, 15018.489172914537, 15497.38003483073, 16040.74096734283, 16479.341619859766, 17000.0, 17500.0, 18000.0, 18500.0, 19000.0, 19500.0]",26.432375,True,Good,0.6818181818180165,False,All good,40.0,34,29,5,6.0,"[nan, nan, nan, nan, 167.92, 39.7, 155.13, -23.29, 122.39, 83.29, -122.89, -73.24, -60.4, -10.25, -19.93, -119.78, -105.79, 2.08, nan, -137.36, -28.86, nan, -41.24, -135.1, -145.31, 81.57, -149.89, 141.11, 132.32, 84.64, -26.9, -6.7, -120.51, -45.71, -55.0, -119.32, 12.73, 1.59, -79.09, -153.64]",-22.227745679019275,-14.414347598599283,-67.54545454545523,95.30153133177687,97.43489047628665,65.4964196863879,"[4080.23, 4579.89, 5190.32, 5564.83, 6072.76, 6679.62, 7030.55, 7618.06, 8032.84, 8499.44, 9143.35, 9650.06, 10062.67, 10572.98, 11040.84, 11506.82, 12118.75, 12509.97, 13145.84, 13629.18, 14005.46, 14743.91, 15063.06, 15604.88, 16101.9, 16447.75, 17045.34, 17619.58, 18037.45, 18533.09, 19098.72, 19577.61, 20120.97, 20559.57, 21080.23, 21580.23, 22080.23, 22580.23, 23080.23, 23580.23]","[nan, nan, nan, nan, 6240.68, 6719.32, 7185.68, 7594.77, 8155.23, 8582.73, 9020.45, 9576.82, 10002.27, 10562.73, 11020.91, 11387.05, 12012.95, 12512.05, nan, 13491.82, 13976.59, nan, 15021.82, 15469.77, 15956.59, 16529.32, 16895.45, 17760.68, 18169.77, 18617.73, 19071.82, 19570.91, 20000.45, 20513.86, 21025.23, 21460.91, 22092.95, 22581.82, 23001.14, 23426.59]","[nan, nan, nan, nan, nan, 478.64, 466.36, 409.09, 560.45, 427.5, 437.73, 556.36, 425.45, 560.45, 458.18, 366.14, 625.91, 499.09, nan, nan, 484.77, nan, nan, 447.95, 486.82, 572.73, 366.14, 865.23, 409.09, 447.95, 454.09, 499.09, 429.55, 513.41, 511.36, 435.68, 632.05, 488.86, 419.32, 425.45]"
111,2,5,sampling,500,35,0.2,"[0.0, 319.4991069826617, 935.1711005089229, 1442.2488120202088, 1930.0480948978884, 2396.069861573001, 2996.6137073636937, 3649.2073936200154, 4245.9340688943075, 4756.554321691364, 5272.626798358624, 5928.467318983396, 6614.598845864229, 7127.7555694646035, 7536.39800714849, 8069.897864055731, 8555.951936103516, 8868.22134216359, 9472.558690364787, 9881.628425895764, 10415.8833853609, 11054.853040707729, 11541.593131464497, 12118.34477965012, 12567.38144244043, 13074.545746287407, 13531.50022862296, 14045.414994507362, 14600.222707109775, 14984.249413192694, 15339.966373608615, 15758.188186465122, 16218.558745059756, 16676.308880123357, 17000.0, 17500.0, 18000.0, 18500.0, 19000.0, 19500.0]",26.432375,True,Good,10.57954545454777,False,All good,39.0,36,32,4,3.0,"[nan, nan, nan, 0.25, 15.63, 71.2, -89.57, -191.93, -138.21, -22.92, 41.92, -55.51, -148.46, -31.62, 75.19, 22.37, 39.5, 160.87, -50.74, 114.96, -85.88, -199.17, -21.14, -229.71, -48.75, 33.18, -65.82, -101.1, -38.18, -13.11, 62.76, 162.04, 92.35, 6.87, 167.95, 42.27, -95.68, -31.14, -165.0, nan]",-19.841447585108767,-14.523333078702048,-62.38636363636253,99.8509966258333,101.12097134110383,76.75974444830175,"[4231.59, 4551.09, 5166.76, 5673.84, 6161.64, 6627.66, 7228.2, 7880.8, 8477.52, 8988.15, 9504.22, 10160.06, 10846.19, 11359.35, 11767.99, 12301.49, 12787.54, 13099.81, 13704.15, 14113.22, 14647.47, 15286.44, 15773.18, 16349.94, 16798.97, 17306.14, 17763.09, 18277.01, 18831.81, 19215.84, 19571.56, 19989.78, 20450.15, 20907.9, 21231.59, 21731.59, 22231.59, 22731.59, 23231.59, 23731.59]","[nan, nan, nan, 5674.09, 6177.27, 6698.86, 7138.64, 7688.86, 8339.32, 8965.23, 9546.14, 10104.55, 10697.73, 11327.73, 11843.18, 12323.86, 12827.05, 13260.68, 13653.41, 14228.18, 14561.59, 15087.27, 15752.05, 16120.23, 16750.23, 17339.32, 17697.27, 18175.91, 18793.64, 19202.73, 19634.32, 20151.82, 20542.5, 20914.77, 21399.55, 21773.86, 22135.91, 22700.45, 23066.59, nan]","[nan, nan, nan, nan, 503.18, 521.59, 439.77, 550.23, 650.45, 625.91, 580.91, 558.41, 593.18, 630.0, 515.45, 480.68, 503.18, 433.64, 392.73, 574.77, 333.41, 525.68, 664.77, 368.18, 630.0, 589.09, 357.95, 478.64, 617.73, 409.09, 431.59, 517.5, 390.68, 372.27, 484.77, 374.32, 362.05, 564.55, 366.14, nan]"
111,3,16,jittering,400,35,0.25,"[0.0, 472.85383279255757, 843.4122496546961, 1323.4809952307442, 1673.5057213234315, 2081.14784987049, 2450.1557339500473, 2836.437605604389, 3094.6787250990537, 3494.8956159110185, 4092.8917334336393, 4347.34628496736, 4823.373843291158, 5209.376963730254, 5641.065486043838, 5938.883428065371, 6425.977332029201, 6854.998978187135, 7231.243302574193, 7633.249037240769, 7883.21951870075, 8418.369090826827, 8669.971455494915, 9234.898317222975, 9526.496258115189, 10104.535113566319, 10448.90463113242, 10854.416681228664, 11210.65958199834, 11696.557069685974, 12063.731988840256, 12482.881431320457, 12804.360614807163, 13232.094174929398, 13600.0, 14000.0, 14400.0, 14800.0, 15200.0, 15600.0]",22.432375,True,Good,0.7840909090882633,False,All good,37.0,29,25,4,8.0,"[nan, nan, nan, 114.93, 143.31, 152.94, 164.39, nan, nan, 134.2, -142.66, 104.02, 43.22, 56.08, 2.8, 138.62, -76.43, -122.95, -18.52, nan, 194.74, 78.9, nan, 96.92, nan, -28.17, nan, nan, 0.93, -94.28, -15.55, -15.38, 70.18, 20.86, 43.64, 3.64, 55.68, 72.95, 114.77, nan]",44.612376565611655,41.86853863429124,61.76136363636415,85.85080071656833,90.7799325489551,39.84648193923716,"[4247.95, 4720.81, 5091.37, 5571.44, 5921.46, 6329.1, 6698.11, 7084.39, 7342.63, 7742.85, 8340.85, 8595.3, 9071.33, 9457.33, 9889.02, 10186.84, 10673.93, 11102.95, 11479.2, 11881.2, 12131.17, 12666.32, 12917.93, 13482.85, 13774.45, 14352.49, 14696.86, 15102.37, 15458.61, 15944.51, 16311.69, 16730.84, 17052.32, 17480.05, 17847.95, 18247.95, 18647.95, 19047.95, 19447.95, 19847.95]","[nan, nan, nan, 5686.36, 6064.77, 6482.05, 6862.5, nan, nan, 7877.05, 8198.18, 8699.32, 9114.55, 9513.41, 9891.82, 10325.45, 10597.5, 10980.0, 11460.68, nan, 12325.91, 12745.23, nan, 13579.77, nan, 14324.32, nan, nan, 15459.55, 15850.23, 16296.14, 16715.45, 17122.5, 17500.91, 17891.59, 18251.59, 18703.64, 19120.91, 19562.73, nan]","[nan, nan, nan, nan, 378.41, 417.27, 380.45, nan, nan, nan, 321.14, 501.14, 415.23, 398.86, 378.41, 433.64, 272.05, 382.5, 480.68, nan, nan, 419.32, nan, nan, nan, nan, nan, nan, nan, 390.68, 445.91, 419.32, 407.05, 378.41, 390.68, 360.0, 452.05, 417.27, 441.82, nan]"
111,4,12,jittering,400,25,0.25,"[0.0, 403.41244532732924, 691.6103291395196, 1120.2158989364616, 1590.3186159050235, 2053.2163361363164, 2375.1934234468426, 2838.974504619289, 3167.4790602848384, 3497.5332269175697, 4066.4162773401936, 4227.090457657412, 4797.299367122413, 5178.299228598848, 5575.801718636296, 6098.6465232025, 6314.325312299022, 6803.336974957304, 7116.5280887612125, 7561.29084097691, 8059.341220125856, 8309.420099197525, 8768.903841741318, 9292.71953301701, 9600.0, 10000.0, 10400.0, 10800.0, 11200.0, 11600.0]",18.432375,True,Good,2.7272727272729753,False,All good,25.0,23,18,5,2.0,"[nan, nan, nan, 117.74, 13.77, -31.85, 200.49, nan, -45.66, 84.51, -32.33, nan, nan, -17.16, -11.71, -68.19, 180.45, nan, -59.26, -23.34, -44.8, -53.51, -65.04, -83.63, 100.0, 156.14, 17.95, 49.55, 115.91, 96.36]",25.93026995746566,8.915951006256694,87.18181818181795,85.39911903459307,85.60130095905332,48.730283149883114,"[4243.86, 4647.28, 4935.47, 5364.08, 5834.18, 6297.08, 6619.06, 7082.84, 7411.34, 7741.4, 8310.28, 8470.95, 9041.16, 9422.16, 9819.67, 10342.51, 10558.19, 11047.2, 11360.39, 11805.15, 12303.2, 12553.28, 13012.77, 13536.58, 13843.86, 14243.86, 14643.86, 15043.86, 15443.86, 15843.86]","[nan, nan, nan, 5481.82, 5847.95, 6265.23, 6819.55, nan, 7365.68, 7825.91, 8277.95, nan, nan, 9405.0, 9807.95, 10274.32, 10738.64, nan, 11301.14, 11781.82, 12258.41, 12499.77, 12947.73, 13452.95, 13943.86, 14400.0, 14661.82, 15093.41, 15559.77, 15940.23]","[nan, nan, nan, nan, 366.14, 417.27, 554.32, nan, nan, 460.23, 452.05, nan, nan, nan, 402.95, 466.36, 464.32, nan, nan, 480.68, 476.59, 241.36, 447.95, 505.23, 490.91, 456.14, 261.82, 431.59, 466.36, 380.45]"
111,5,4,sampling,400,25,0.25,"[0.0, 524.0320920329333, 1029.3536891661192, 1523.2576547440829, 2077.4589652881614, 2504.4627147966535, 2682.421586651696, 3040.2369289422654, 3346.588325964365, 3595.7680692591885, 3946.3327768551444, 4333.38756806665, 4775.67673762074, 5219.747040355461, 5491.533692469166, 5878.172907389058, 6326.196503435403, 6715.339704810761, 7136.530216471418, 7448.767032141297, 7793.499211297591, 8289.858754647623, 8795.948665417156, 9314.260310729283, 9600.0, 10000.0, 10400.0, 10800.0, 11200.0, 11600.0]",18.432375,True,Good,1.7159090909099177,False,All good,27.0,18,15,3,9.0,"[nan, nan, nan, -7.12, -92.91, -4.46, nan, -90.24, nan, nan, -61.56, -107.02, 131.82, nan, nan, -91.13, -42.11, 10.57, 49.61, nan, 32.86, 29.46, -26.63, -54.03, nan, -179.32, nan, nan, -125.45, -104.09]",-40.65311023046417,-21.526156518981278,-136.2878787878786,73.2856876311245,63.635949491480815,31.65234560901899,"[4247.95, 4771.99, 5277.31, 5771.21, 6325.41, 6752.42, 6930.38, 7288.19, 7594.54, 7843.72, 8194.29, 8581.34, 9023.63, 9467.7, 9739.49, 10126.13, 10574.15, 10963.29, 11384.48, 11696.72, 12041.45, 12537.81, 13043.9, 13562.21, 13847.95, 14247.95, 14647.95, 15047.95, 15447.95, 15847.95]","[nan, nan, nan, 5764.09, 6232.5, 6747.95, nan, 7197.95, nan, nan, 8132.73, 8474.32, 9155.45, nan, nan, 10035.0, 10532.05, 10973.86, 11434.09, nan, 12074.32, 12567.27, 13017.27, 13508.18, nan, 14068.64, nan, nan, 15322.5, 15743.86]","[nan, nan, nan, nan, 468.41, 515.45, nan, nan, nan, nan, nan, 341.59, 681.14, nan, nan, nan, 497.05, 441.82, 460.23, nan, nan, 492.95, 450.0, 490.91, nan, nan, nan, nan, nan, 421.36]"
111,6,2,sampling,500,25,0.25,"[0.0, 550.5096833913718, 907.7812194647374, 1385.723286443777, 1749.207727259254, 2106.2247108578754, 2557.2809652861242, 2899.0464516257543, 3456.0417320994, 3970.4319564223265, 4471.063860785129, 4976.862415666778, 5339.025775006479, 5686.43956150202, 6145.0463619346465, 6491.9577753945705, 6965.49944965225, 7537.086474682679, 8129.774215805833, 8597.520258686207, 9367.866328122427, 9695.815249427867, 10290.71172483994, 10813.012858796854, 11000.0, 11500.0, 12000.0, 12500.0, 13000.0, 13500.0]",20.432375,True,Good,1.238636363636033,False,All good,31.0,24,20,4,7.0,"[nan, nan, nan, nan, -81.71, -54.18, -73.64, 26.41, -150.13, 167.98, 51.89, -26.41, 63.47, 51.51, -8.23, 60.09, -55.5, 166.55, -74.32, -77.75, 21.22, 83.96, -171.39, nan, 29.55, -92.05, -162.5, nan, -66.14, -136.59]",-21.162624794064953,-2.5315133892417747,-114.31818181818085,92.99102258170322,89.51162084069477,37.53373138572188,"[4233.64, 4784.15, 5141.42, 5619.36, 5982.84, 6339.86, 6790.92, 7132.68, 7689.68, 8204.07, 8704.7, 9210.5, 9572.66, 9920.08, 10378.68, 10725.59, 11199.14, 11770.72, 12363.41, 12831.16, 13601.5, 13929.45, 14524.35, 15046.65, 15233.64, 15733.64, 16233.64, 16733.64, 17233.64, 17733.64]","[nan, nan, nan, nan, 5901.14, 6285.68, 6717.27, 7159.09, 7539.55, 8372.05, 8756.59, 9184.09, 9636.14, 9971.59, 10370.45, 10785.68, 11143.64, 11937.27, 12289.09, 12753.41, 13622.73, 14013.41, 14352.95, nan, 15263.18, 15641.59, 16071.14, nan, 17167.5, 17597.05]","[nan, nan, nan, nan, nan, 384.55, 431.59, 441.82, 380.45, 832.5, 384.55, 427.5, 452.05, 335.45, 398.86, 415.23, 357.95, 793.64, 351.82, 464.32, 869.32, 390.68, 339.55, nan, nan, 378.41, 429.55, nan, nan, 429.55]"
111,7,6,sampling,500,35,0.25,"[0.0, 595.3477021658573, 871.1536244170127, 1233.3370649532953, 1489.8566389182201, 2135.1059425523745, 2647.0304227678516, 2914.374032438173, 3503.1183548329645, 4084.730969709318, 4730.157490534367, 5313.404887582125, 6044.302155227886, 6545.489155837059, 7108.421054256819, 7563.334966000159, 8093.940190776348, 8672.398572200482, 9145.720359400093, 9568.024222960337, 10160.161209350337, 10679.62944265522, 11286.056932528048, 12006.90633911045, 12301.518774114536, 12738.882527336533, 13323.375733377672, 13601.133199423424, 13978.756326110812, 14465.647685138127, 14883.344416674672, 15451.834155203263, 15783.844693263894, 16312.95088220221, 16500.0, 17000.0, 17500.0, 18000.0, 18500.0, 19000.0]",25.932375,True,Good,1.3636363636364877,False,All good,37.0,30,25,5,7.0,"[nan, nan, nan, nan, nan, -17.61, -122.48, 117.44, 132.11, -44.5, -160.16, -185.0, -267.48, -32.31, -65.47, -0.83, -44.62, -105.58, -14.36, 68.57, -32.66, -14.17, -66.28, -191.91, nan, -207.97, -244.28, nan, nan, nan, -8.34, -231.15, 3.43, -18.41, nan, -200.23, -113.18, -93.64, -84.32, -54.55]",-76.66493998959204,-70.16156435114691,-109.18181818181753,99.67176821110193,105.74298814589643,49.29557504490836,"[4245.91, 4841.26, 5117.06, 5479.25, 5735.77, 6381.02, 6892.94, 7160.28, 7749.03, 8330.64, 8976.07, 9559.31, 10290.21, 10791.4, 11354.33, 11809.24, 12339.85, 12918.31, 13391.63, 13813.93, 14406.07, 14925.54, 15531.97, 16252.82, 16547.43, 16984.79, 17569.28, 17847.04, 18224.67, 18711.56, 19129.25, 19697.74, 20029.75, 20558.86, 20745.91, 21245.91, 21745.91, 22245.91, 22745.91, 23245.91]","[nan, nan, nan, nan, nan, 6363.41, 6770.45, 7277.73, 7881.14, 8286.14, 8815.91, 9374.32, 10022.73, 10759.09, 11288.86, 11808.41, 12295.23, 12812.73, 13377.27, 13882.5, 14373.41, 14911.36, 15465.68, 16060.91, nan, 16776.82, 17325.0, nan, nan, nan, 19120.91, 19466.59, 20033.18, 20540.45, nan, 21045.68, 21632.73, 22152.27, 22661.59, 23191.36]","[nan, nan, nan, nan, nan, nan, 407.05, 507.27, 603.41, 405.0, 529.77, 558.41, 648.41, 736.36, 529.77, 519.55, 486.82, 517.5, 564.55, 505.23, 490.91, 537.95, 554.32, 595.23, nan, nan, 548.18, nan, nan, nan, nan, 345.68, 566.59, 507.27, nan, nan, 587.05, 519.55, 509.32, 529.77]"
111,8,14,jittering,500,35,0.25,"[0.0, 533.0339043444877, 876.4800945752651, 1523.8997150635537, 2018.0789491332994, 2440.1617238101358, 2932.169563044026, 3526.840794587618, 3773.8929457116765, 4616.867863391096, 4992.5706503369565, 5459.675327807015, 6039.505155189713, 6439.659574042138, 6927.947060793263, 7391.690822681974, 7794.03113765997, 8546.035260167631, 9097.196520246442, 9467.956230684955, 9822.39918323536, 10487.436714566431, 10962.163144109474, 11467.753473425515, 12150.441092608055, 12450.81582471221, 13017.142537909347, 13466.888874848979, 14020.714955287192, 14577.647114318272, 15086.430421775716, 15545.416510489778, 15791.462227333383, 16601.518562719273, 17000.0, 17500.0, 18000.0, 18500.0, 19000.0, 19500.0]",26.432375,True,Good,0.6818181818180165,False,All good,39.0,28,24,4,11.0,"[nan, nan, nan, -95.72, -64.22, -34.25, 3.51, -124.8, 198.83, -112.32, 94.93, 153.51, 50.27, 167.61, nan, nan, -161.99, 121.01, 103.71, nan, 4.42, -284.25, nan, nan, nan, -136.72, -173.28, -76.89, -133.67, 131.67, nan, nan, 22.4, -286.52, -100.0, -147.95, nan, -200.91, -175.23, -159.77]",-50.59325625434695,-30.531147448253837,-170.96590909090557,134.57596990651592,135.0789559487932,19.808858706761825,"[4247.95, 4780.99, 5124.43, 5771.85, 6266.03, 6688.12, 7180.12, 7774.8, 8021.85, 8864.82, 9240.53, 9707.63, 10287.46, 10687.61, 11175.9, 11639.65, 12041.99, 12793.99, 13345.15, 13715.91, 14070.35, 14735.39, 15210.12, 15715.71, 16398.4, 16698.77, 17265.1, 17714.84, 18268.67, 18825.6, 19334.38, 19793.37, 20039.42, 20849.47, 21247.95, 21747.95, 22247.95, 22747.95, 23247.95, 23747.95]","[nan, nan, nan, 5676.14, 6201.82, 6653.86, 7183.64, 7650.0, 8220.68, 8752.5, 9335.45, 9861.14, 10337.73, 10855.23, nan, nan, 11880.0, 12915.0, 13448.86, nan, 14074.77, 14451.14, nan, nan, nan, 16562.05, 17091.82, 17637.95, 18135.0, 18957.27, nan, nan, 20061.82, 20562.95, 21147.95, 21600.0, nan, 22547.05, 23072.73, 23588.18]","[nan, nan, nan, nan, 525.68, 452.05, 529.77, 466.36, 570.68, 531.82, 582.95, 525.68, 476.59, 517.5, nan, nan, nan, 1035.0, 533.86, nan, nan, 376.36, nan, nan, nan, nan, 529.77, 546.14, 497.05, 822.27, nan, nan, nan, 501.14, 585.0, 452.05, nan, nan, 525.68, 515.45]"
111,9,5,sampling,500,35,0.2,"[0.0, 430.2768985556679, 952.4830771696771, 1432.9162758434925, 1875.0354552595197, 2450.7522214686505, 3037.1043523293743, 3429.96459919855, 3922.6319116988107, 4402.056253145126, 5071.484446630472, 5577.678840432561, 5985.506477441129, 6631.2543009610345, 7144.844987132562, 7620.2221151800895, 8176.330517529002, 8689.089698756183, 9244.49845734273, 9470.854461795043, 9874.551342584367, 10361.62789405963, 10796.03388074716, 11282.85128979434, 11747.280199167311, 12232.169037730297, 12748.023146899784, 13333.553734483323, 13849.852180243457, 14284.057364704218, 14901.485006625371, 15428.924722074993, 15829.821439207113, 16362.004286512145, 16500.0, 17000.0, 17500.0, 18000.0, 18500.0, 19000.0]",25.932375,True,Good,10.579545454544132,False,All good,37.0,32,27,5,5.0,"[nan, nan, nan, 179.36, 164.74, -32.57, -91.2, 35.49, 23.5, 28.85, -204.89, nan, -79.82, -210.12, nan, nan, 196.17, 174.32, 79.14, nan, -80.46, -15.26, 63.74, 55.56, 143.4, 143.29, 163.34, 54.4, 29.01, 93.9, -38.76, -63.02, 65.86, 24.59, nan, -85.68, 107.73, 141.59, 150.91, 150.0]",42.72168915677988,33.42772586931537,92.90909090908826,107.45522286240531,107.747705825595,90.67257870451053,"[4245.91, 4676.19, 5198.39, 5678.83, 6120.94, 6696.66, 7283.01, 7675.87, 8168.54, 8647.97, 9317.39, 9823.59, 10231.42, 10877.16, 11390.75, 11866.13, 12422.24, 12935.0, 13490.41, 13716.76, 14120.46, 14607.54, 15041.94, 15528.76, 15993.19, 16478.08, 16993.93, 17579.46, 18095.76, 18529.97, 19147.39, 19674.83, 20075.73, 20607.91, 20745.91, 21245.91, 21745.91, 22245.91, 22745.91, 23245.91]","[nan, nan, nan, 5858.18, 6285.68, 6664.09, 7191.82, 7711.36, 8192.05, 8676.82, 9112.5, nan, 10151.59, 10667.05, nan, nan, 12618.41, 13109.32, 13569.55, nan, 14040.0, 14592.27, 15105.68, 15584.32, 16136.59, 16621.36, 17157.27, 17633.86, 18124.77, 18623.86, 19108.64, 19611.82, 20141.59, 20632.5, nan, 21160.23, 21853.64, 22387.5, 22896.82, 23395.91]","[nan, nan, nan, nan, 427.5, 378.41, 527.73, 519.55, 480.68, 484.77, 435.68, nan, nan, 515.45, nan, nan, nan, 490.91, 460.23, nan, nan, 552.27, 513.41, 478.64, 552.27, 484.77, 535.91, 476.59, 490.91, 499.09, 484.77, 503.18, 529.77, 490.91, nan, nan, 693.41, 533.86, 509.32, 499.09]"
111,10,3,sampling,400,25,0.2,"[0.0, 435.954999610724, 762.371876136242, 1071.1907420455575, 1392.0267794540932, 1798.1547077695127, 2319.5656224145864, 2790.4062001334833, 3224.4027587494184, 3635.1835469217767, 4020.650349180652, 4429.949352321823, 4810.0439308848145, 5148.361504864403, 5546.147294730425, 5840.070221782356, 6337.2182307514395, 6560.463144784402, 6984.648735228244, 7494.484076382385, 7919.665960144741, 8238.122310281546, 8631.476479410638, 9108.883945763568, 9200.0, 9600.0, 10000.0, 10400.0, 10800.0, 11200.0]",18.032375,True,Good,1.3636363636364877,False,All good,29.0,21,19,2,8.0,"[nan, nan, nan, nan, -88.62, -93.84, 170.21, 34.82, -41.22, -10.18, 29.8, -35.86, -43.68, -9.73, -53.65, 69.7, -59.26, 120.45, 25.58, -165.17, 101.02, nan, 101.02, -10.25, nan, -155.68, nan, nan, nan, -156.14]",-12.888879906495076,2.165879146409768,-155.9090909090911,90.54138183230609,81.73662577135808,0.22727272727206582,"[4231.59, 4667.55, 4993.96, 5302.78, 5623.62, 6029.75, 6551.16, 7022.0, 7455.99, 7866.77, 8252.24, 8661.54, 9041.63, 9379.95, 9777.74, 10071.66, 10568.81, 10792.05, 11216.24, 11726.07, 12151.26, 12469.71, 12863.07, 13340.47, 13431.59, 13831.59, 14231.59, 14631.59, 15031.59, 15431.59]","[nan, nan, nan, nan, 5535.0, 5935.91, 6721.36, 7056.82, 7414.77, 7856.59, 8282.05, 8625.68, 8997.95, 9370.23, 9724.09, 10141.36, 10509.55, 10912.5, 11241.82, 11560.91, 12252.27, nan, 12964.09, 13330.23, nan, 13675.91, nan, nan, nan, 15275.45]","[nan, nan, nan, nan, nan, 400.91, 785.45, 335.45, 357.95, 441.82, 425.45, 343.64, 372.27, 372.27, 353.86, 417.27, 368.18, 402.95, 329.32, 319.09, 691.36, nan, nan, 366.14, nan, nan, nan, nan, nan, nan]"
